VALUE, ITERATIVE, RECURSIVE
1183, 5.541324615478515e-05, 1.9824504852294923e-05
1184, 6.999492645263671e-05, 9.834766387939453e-06
1185, 7.018327713012695e-05, 1.9922256469726563e-05
1186, 7.015705108642578e-05, 1.997232437133789e-05
1187, 7.013320922851563e-05, 2.985239028930664e-05
1188, 6.031036376953125e-05, 2.9861927032470703e-05
1189, 6.011009216308594e-05, 2.0079612731933593e-05
1190, 5.996227264404297e-05, 1.9805431365966795e-05
1191, 8.02016258239746e-05, 1.9989013671875e-05
1192, 8.050918579101563e-05, 2.0084381103515624e-05
1193, 6.55674934387207e-05, 1.9822120666503906e-05
1194, 6.99758529663086e-05, 2.0015239715576173e-05
1195, 6.0193538665771484e-05, 1.9764900207519533e-05
1196, 7.99250602722168e-05, 2.0072460174560546e-05
1197, 6.990909576416016e-05, 3.009319305419922e-05
1198, 7.014036178588867e-05, 2.0039081573486327e-05
1199, 6.995916366577149e-05, 2.0074844360351563e-05
1200, 5.8453083038330075e-05, 1.0297298431396484e-05
1201, 8.031368255615235e-05, 2.0084381103515624e-05
1202, 7.009506225585938e-05, 2.0062923431396486e-05
1203, 7.011175155639648e-05, 2.1219253540039062e-05
1204, 8.010387420654297e-05, 9.901523590087891e-06
1205, 6.017208099365234e-05, 2.0003318786621095e-05
1206, 7.991552352905273e-05, 2.0101070404052735e-05
1207, 6.997823715209961e-05, 3.0074119567871094e-05
1208, 8.00943374633789e-05, 2.0000934600830078e-05
1209, 9.000062942504883e-05, 2.00653076171875e-05
1210, 6.0167312622070316e-05, 3.011465072631836e-05
1211, 6.97636604309082e-05, 1.9977092742919923e-05
1212, 9.032964706420899e-05, 2.008676528930664e-05
1213, 6.600379943847656e-05, 1.9812583923339842e-05
1214, 7.000923156738281e-05, 1.9986629486083984e-05
1215, 6.00433349609375e-05, 3.0121803283691407e-05
1216, 7.015228271484375e-05, 2.0053386688232422e-05
1217, 7.971763610839844e-05, 2.0058155059814452e-05
1218, 7.03120231628418e-05, 2.0010471343994142e-05
1219, 7.005691528320312e-05, 3.983974456787109e-05
1220, 8.201837539672851e-05, 3.4942626953125e-05
1221, 7.029533386230468e-05, 2.005577087402344e-05
1222, 6.978034973144531e-05, 3.0472278594970704e-05
1223, 8.012533187866211e-05, 3.01361083984375e-05
1224, 6.991863250732422e-05, 2.0000934600830078e-05
1225, 8.987188339233398e-05, 1.9905567169189452e-05
1226, 7.026910781860352e-05, 2.959251403808594e-05
1227, 9.010791778564453e-05, 5.9988498687744144e-05
1228, 7.994890213012695e-05, 1.9960403442382812e-05
1229, 8.998632431030274e-05, 2.0058155059814452e-05
1230, 8.040904998779297e-05, 3.006458282470703e-05
1231, 6.995677947998047e-05, 2.0301342010498048e-05
1232, 8.001089096069335e-05, 2.004861831665039e-05
1233, 6.014823913574219e-05, 2.9883384704589845e-05
1234, 8.011817932128907e-05, 2.0000934600830078e-05
1235, 9.018898010253906e-05, 2.0036697387695314e-05
1236, 6.995201110839843e-05, 1.9824504852294923e-05
1237, 7.988929748535156e-05, 9.984970092773438e-06
1238, 9.035110473632812e-05, 2.000570297241211e-05
1239, 7.01761245727539e-05, 2.0296573638916015e-05
1240, 8.004903793334961e-05, 1.9984245300292967e-05
1241, 7.045507431030273e-05, 3.023862838745117e-05
1242, 7.01308250427246e-05, 2.0008087158203125e-05
1243, 6.989002227783203e-05, 2.0020008087158203e-05
1244, 6.976842880249023e-05, 2.012491226196289e-05
1245, 7.979869842529297e-05, 3.0024051666259767e-05
1246, 7.031679153442383e-05, 1.9752979278564452e-05
1247, 7.994174957275391e-05, 1.9996166229248048e-05
1248, 8.025884628295898e-05, 1.997232437133789e-05
1249, 7.027149200439453e-05, 2.0101070404052735e-05
1250, 6.009101867675781e-05, 2.5279521942138672e-05
1251, 7.996797561645508e-05, 2.0058155059814452e-05
1252, 7.97128677368164e-05, 2.0020008087158203e-05
1253, 9.020566940307618e-05, 2.0017623901367186e-05
1254, 7.007360458374024e-05, 3.0002593994140626e-05
1255, 7.999658584594726e-05, 2.0015239715576173e-05
1256, 8.018732070922851e-05, 2.9993057250976562e-05
1257, 6.985664367675781e-05, 3.0319690704345704e-05
1258, 8.007049560546874e-05, 2.0301342010498048e-05
1259, 0.00011000394821166992, 1.22833251953125e-05
1260, 7.019519805908204e-05, 2.9931068420410158e-05
1261, 8.016347885131836e-05, 1.9800662994384765e-05
1262, 9.002923965454102e-05, 9.953975677490234e-06
1263, 7.010221481323242e-05, 2.9959678649902343e-05
1264, 7.018804550170898e-05, 1.999855041503906e-05
1265, 9.001731872558594e-05, 2.0010471343994142e-05
1266, 7.000446319580078e-05, 2.9959678649902343e-05
1267, 7.003307342529297e-05, 9.996891021728516e-06
1268, 8.001327514648438e-05, 1.999378204345703e-05
1269, 6.572723388671875e-05, 3.988742828369141e-05
1270, 6.98995590209961e-05, 1.9991397857666014e-05
1271, 8.980751037597656e-05, 3.0028820037841798e-05
1272, 8.000373840332031e-05, 3.0045509338378905e-05
1273, 6.957769393920898e-05, 3.000020980834961e-05
1274, 9.036064147949219e-05, 1.9960403442382812e-05
1275, 7.015943527221679e-05, 4.987478256225586e-05
1276, 8.997440338134766e-05, 2.0072460174560546e-05
1277, 9.99760627746582e-05, 2.5115013122558595e-05
1278, 9.995460510253906e-05, 2.0196437835693358e-05
1279, 9.020328521728515e-05, 2.9885768890380858e-05
1280, 9.019136428833008e-05, 3.0105113983154296e-05
1281, 9.01174545288086e-05, 1.9969940185546876e-05
1282, 9.019136428833008e-05, 5.010843276977539e-05
1283, 0.00012004375457763672, 2.9952526092529296e-05
1284, 0.00013015508651733398, 4.0140151977539066e-05
1285, 9.531736373901368e-05, 1.9922256469726563e-05
1286, 0.0001699376106262207, 1.9958019256591795e-05
1287, 0.00013023614883422852, 1.9860267639160156e-05
1288, 0.000150148868560791, 4.998445510864258e-05
1289, 0.0001304936408996582, 4.0283203125e-05
1290, 8.001327514648438e-05, 2.997159957885742e-05
1291, 0.00015563011169433594, 3.999948501586914e-05
1292, 0.00011010169982910157, 1.9996166229248048e-05
1293, 7.796764373779296e-05, 1.996755599975586e-05
1294, 7.01308250427246e-05, 1.9860267639160156e-05
1295, 0.00015995502471923828, 2.0010471343994142e-05
1296, 6.99615478515625e-05, 2.998828887939453e-05
1297, 8.008718490600587e-05, 2.0039081573486327e-05
1298, 8.569717407226562e-05, 2.0046234130859375e-05
1299, 7.984161376953125e-05, 2.0034313201904297e-05
1300, 8.018970489501953e-05, 1.9996166229248048e-05
1301, 6.98542594909668e-05, 2.0318031311035156e-05
1302, 7.986545562744141e-05, 1.990079879760742e-05
1303, 8.01396369934082e-05, 2.9964447021484377e-05
1304, 6.999731063842773e-05, 2.981901168823242e-05
1305, 8.999109268188476e-05, 2.0191669464111328e-05
1306, 8.034944534301758e-05, 2.0003318786621095e-05
1307, 6.55817985534668e-05, 2.0301342010498048e-05
1308, 8.020639419555665e-05, 2.998828887939453e-05
1309, 7.991790771484375e-05, 3.011941909790039e-05
1310, 7.01308250427246e-05, 2.0000934600830078e-05
1311, 0.0001000523567199707, 2.9950141906738282e-05
1312, 8.635282516479492e-05, 2.031564712524414e-05
1313, 6.392955780029297e-05, 2.9973983764648437e-05
1314, 8.991718292236328e-05, 1.999855041503906e-05
1315, 8.037328720092774e-05, 2.0029544830322267e-05
1316, 7.554054260253906e-05, 3.996372222900391e-05
1317, 8.003711700439453e-05, 2.0000934600830078e-05
1318, 0.0001000070571899414, 1.9807815551757812e-05
1319, 9.009361267089844e-05, 2.9904842376708986e-05
1320, 7.997274398803711e-05, 2.0003318786621095e-05
1321, 7.015705108642578e-05, 2.9976367950439454e-05
1322, 8.984088897705078e-05, 1.99127197265625e-05
1323, 6.012439727783203e-05, 4.017114639282227e-05
1324, 8.994102478027344e-05, 1.9941329956054688e-05
1325, 8.313894271850585e-05, 1.0576248168945312e-05
1326, 7.013797760009766e-05, 3.988027572631836e-05
1327, 8.012771606445312e-05, 2.9993057250976562e-05
1328, 7.978200912475586e-05, 1.999378204345703e-05
1329, 7.03120231628418e-05, 1.999855041503906e-05
1330, 0.00010007143020629883, 1.9984245300292967e-05
1331, 8.98289680480957e-05, 3.0176639556884764e-05
1332, 8.01396369934082e-05, 3.0193328857421875e-05
1333, 6.99472427368164e-05, 2.561807632446289e-05
1334, 9.984493255615234e-05, 1.995086669921875e-05
1335, 7.99393653869629e-05, 2.9895305633544922e-05
1336, 7.015943527221679e-05, 2.980470657348633e-05
1337, 8.02469253540039e-05, 2.9950141906738282e-05
1338, 8.991718292236328e-05, 2.993345260620117e-05
1339, 7.018089294433594e-05, 2.0015239715576173e-05
1340, 8.014440536499023e-05, 1.9991397857666014e-05
1341, 9.067535400390625e-05, 1.9855499267578125e-05
1342, 7.547378540039063e-05, 1.9941329956054688e-05
1343, 8.006572723388672e-05, 2.9997825622558592e-05
1344, 8.991479873657226e-05, 3.0035972595214845e-05
1345, 7.981777191162109e-05, 3.014087677001953e-05
1346, 9.007453918457032e-05, 2.0000934600830078e-05
1347, 0.00010013103485107422, 1.9984245300292967e-05
1348, 9.002208709716796e-05, 2.9885768890380858e-05
1349, 0.00010011196136474609, 3.002643585205078e-05
1350, 7.98797607421875e-05, 2.0000934600830078e-05
1351, 8.208751678466797e-05, 1.9872188568115233e-05
1352, 6.999492645263671e-05, 3.993749618530273e-05
1353, 8.007526397705078e-05, 1.9989013671875e-05
1354, 7.977008819580078e-05, 3.009796142578125e-05
1355, 8.00013542175293e-05, 2.014636993408203e-05
1356, 7.993221282958984e-05, 1.9981861114501954e-05
1357, 9.032487869262696e-05, 2.998828887939453e-05
1358, 5.024909973144531e-05, 2.0067691802978516e-05
1359, 6.976127624511719e-05, 2.5103092193603517e-05
1360, 0.00010030508041381835, 1.9989013671875e-05
1361, 8.024454116821289e-05, 3.0071735382080077e-05
1362, 7.982492446899414e-05, 3.017425537109375e-05
1363, 8.010149002075196e-05, 2.0024776458740233e-05
1364, 9.000778198242187e-05, 1.008749008178711e-05
1365, 7.017374038696289e-05, 2.9883384704589845e-05
1366, 8.997917175292968e-05, 2.99072265625e-05
1367, 9.048700332641601e-05, 3.0164718627929687e-05
1368, 8.577585220336914e-05, 3.0043125152587892e-05
1369, 6.986379623413085e-05, 3.000020980834961e-05
1370, 9.001255035400391e-05, 2.999067306518555e-05
1371, 0.00010003328323364258, 3.0024051666259767e-05
1372, 0.00013011455535888672, 2.9850006103515626e-05
1373, 8.008241653442382e-05, 3.0133724212646485e-05
1374, 8.003950119018554e-05, 2.0029544830322267e-05
1375, 8.049249649047852e-05, 2.996206283569336e-05
1376, 8.543252944946289e-05, 3.008127212524414e-05
1377, 7.987737655639648e-05, 3.000020980834961e-05
1378, 7.999897003173829e-05, 3.000020980834961e-05
1379, 7.980108261108398e-05, 4.022359848022461e-05
1380, 0.00010009765625, 2.0029544830322267e-05
1381, 9.005069732666015e-05, 3.0007362365722656e-05
1382, 7.983446121215821e-05, 3.015279769897461e-05
1383, 7.976293563842774e-05, 2.0072460174560546e-05
1384, 8.167982101440429e-05, 3.017425537109375e-05
1385, 8.605241775512695e-05, 2.993345260620117e-05
1386, 7.980585098266602e-05, 2.0098686218261718e-05
1387, 8.011579513549804e-05, 2.9997825622558592e-05
1388, 9.983301162719727e-05, 2.0167827606201173e-05
1389, 9.017705917358399e-05, 2.9823780059814454e-05
1390, 8.020401000976562e-05, 2.9826164245605467e-05
1391, 9.0179443359375e-05, 1.9981861114501954e-05
1392, 8.999824523925782e-05, 1.9915103912353516e-05
1393, 9.111642837524414e-05, 3.008604049682617e-05
1394, 8.030652999877929e-05, 3.000020980834961e-05
1395, 8.023500442504882e-05, 2.0084381103515624e-05
1396, 0.00010026931762695313, 2.009153366088867e-05
1397, 8.017539978027343e-05, 2.9845237731933595e-05
1398, 8.992195129394532e-05, 2.023458480834961e-05
1399, 9.029388427734376e-05, 2.0062923431396486e-05
1400, 7.995128631591796e-05, 4.025459289550781e-05
1401, 8.03089141845703e-05, 2.002239227294922e-05
1402, 9.083032608032227e-05, 2.0108222961425782e-05
1403, 7.989645004272461e-05, 3.0102729797363282e-05
1404, 7.999658584594726e-05, 3.0019283294677734e-05
1405, 9.916305541992188e-05, 3.0221939086914064e-05
1406, 0.00011039972305297852, 3.015756607055664e-05
1407, 8.032560348510743e-05, 2.9854774475097656e-05
1408, 6.999731063842773e-05, 2.9997825622558592e-05
1409, 9.029388427734376e-05, 1.9996166229248048e-05
1410, 9.558677673339844e-05, 2.9826164245605467e-05
1411, 7.999181747436523e-05, 2.9978752136230468e-05
1412, 7.001876831054688e-05, 2.0003318786621095e-05
1413, 8.999824523925782e-05, 2.980947494506836e-05
1414, 9.015083312988281e-05, 3.000020980834961e-05
1415, 9.019136428833008e-05, 1.997232437133789e-05
1416, 9.014129638671875e-05, 4.004240036010742e-05
1417, 8.772134780883789e-05, 2.9993057250976562e-05
1418, 7.56382942199707e-05, 4.0140151977539066e-05
1419, 7.981777191162109e-05, 3.0171871185302734e-05
1420, 8.996725082397461e-05, 3.020286560058594e-05
1421, 8.991241455078125e-05, 8.002758026123047e-05
1422, 0.0004057598114013672, 6.0017108917236326e-05
1423, 0.00021988153457641602, 3.995418548583985e-05
1424, 0.00027056217193603514, 3.968000411987305e-05
1425, 9.532451629638672e-05, 1.9996166229248048e-05
1426, 9.017467498779298e-05, 1.995086669921875e-05
1427, 8.015632629394531e-05, 3.005027770996094e-05
1428, 7.9803466796875e-05, 1.9996166229248048e-05
1429, 9.018659591674804e-05, 2.9997825622558592e-05
1430, 8.98289680480957e-05, 1.9979476928710937e-05
1431, 7.998943328857422e-05, 4.0078163146972655e-05
1432, 9.991168975830078e-05, 2.999067306518555e-05
1433, 9.528875350952149e-05, 2.0012855529785156e-05
1434, 9.018898010253906e-05, 3.002643585205078e-05
1435, 7.018089294433594e-05, 3.011941909790039e-05
1436, 7.968425750732423e-05, 2.002239227294922e-05
1437, 8.021831512451171e-05, 2.000570297241211e-05
1438, 7.999897003173829e-05, 2.0167827606201173e-05
1439, 6.971359252929687e-05, 2.9947757720947265e-05
1440, 0.00011051177978515625, 3.000020980834961e-05
1441, 9.62376594543457e-05, 2.9790401458740235e-05
1442, 8.001804351806641e-05, 3.0252933502197266e-05
1443, 7.972955703735352e-05, 1.9953250885009765e-05
1444, 9.999752044677735e-05, 1.999855041503906e-05
1445, 8.023262023925781e-05, 3.99470329284668e-05
1446, 6.987810134887695e-05, 3.009319305419922e-05
1447, 8.97073745727539e-05, 1.9986629486083984e-05
1448, 0.00011623859405517579, 2.999544143676758e-05
1449, 8.610725402832032e-05, 2.9900074005126952e-05
1450, 9.005784988403321e-05, 3.017425537109375e-05
1451, 8.97669792175293e-05, 1.999855041503906e-05
1452, 0.00010006904602050782, 1.9931793212890624e-05
1453, 0.00013028860092163087, 1.9969940185546876e-05
1454, 9.012222290039062e-05, 2.9785633087158205e-05
1455, 8.026838302612305e-05, 2.00653076171875e-05
1456, 9.052515029907227e-05, 2.0000934600830078e-05
1457, 8.541822433471679e-05, 1.984119415283203e-05
1458, 9.02247428894043e-05, 2.99072265625e-05
1459, 8.000612258911133e-05, 3.0167102813720703e-05
1460, 8.00466537475586e-05, 3.0033588409423828e-05
1461, 8.036136627197266e-05, 3.0009746551513673e-05
1462, 8.974790573120117e-05, 4.0323734283447265e-05
1463, 7.99560546875e-05, 3.018379211425781e-05
1464, 8.022785186767578e-05, 2.9993057250976562e-05
1465, 8.515119552612304e-05, 3.012418746948242e-05
1466, 8.000612258911133e-05, 3.0066967010498047e-05
1467, 8.980035781860351e-05, 1.0139942169189453e-05
1468, 0.00012004613876342773, 1.9991397857666014e-05
1469, 9.01031494140625e-05, 3.0009746551513673e-05
1470, 7.977485656738282e-05, 2.0093917846679688e-05
1471, 8.993864059448243e-05, 2.0010471343994142e-05
1472, 0.00010031938552856445, 3.0002593994140626e-05
1473, 9.531259536743164e-05, 1.9843578338623048e-05
1474, 7.979869842529297e-05, 4.022359848022461e-05
1475, 7.972955703735352e-05, 2.0017623901367186e-05
1476, 0.00010023832321166992, 2.0072460174560546e-05
1477, 0.00010038137435913085, 1.9931793212890624e-05
1478, 8.990049362182617e-05, 2.9881000518798828e-05
1479, 8.966207504272461e-05, 3.9911270141601564e-05
1480, 8.029937744140625e-05, 1.9996166229248048e-05
1481, 8.543968200683594e-05, 2.9997825622558592e-05
1482, 0.00010000228881835937, 2.980947494506836e-05
1483, 7.999181747436523e-05, 3.003120422363281e-05
1484, 9.014129638671875e-05, 2.0215511322021486e-05
1485, 9.977340698242188e-05, 3.0176639556884764e-05
1486, 9.019136428833008e-05, 2.999067306518555e-05
1487, 9.001731872558594e-05, 2.981901168823242e-05
1488, 0.00010024785995483399, 1.989603042602539e-05
1489, 9.556293487548828e-05, 3.030061721801758e-05
1490, 0.00015975236892700194, 3.0088424682617188e-05
1491, 9.998798370361328e-05, 2.99072265625e-05
1492, 8.99505615234375e-05, 2.023458480834961e-05
1493, 9.010076522827149e-05, 1.9984245300292967e-05
1494, 0.00010010242462158203, 3.000497817993164e-05
1495, 0.00011050939559936523, 1.9984245300292967e-05
1496, 8.551120758056641e-05, 3.0317306518554687e-05
1497, 9.002923965454102e-05, 2.987861633300781e-05
1498, 0.00010986566543579102, 2.0000934600830078e-05
1499, 0.00010031461715698242, 2.0000934600830078e-05
1500, 0.0001000070571899414, 3.0252933502197266e-05
1501, 8.977174758911132e-05, 4.0009021759033204e-05
1502, 9.013891220092773e-05, 2.0000934600830078e-05
1503, 0.00010042905807495118, 1.9979476928710937e-05
1504, 9.35816764831543e-05, 2.9921531677246094e-05
1505, 8.994340896606445e-05, 3.9942264556884766e-05
1506, 9.017705917358399e-05, 9.996891021728516e-06
1507, 0.00010015010833740234, 2.0000934600830078e-05
1508, 9.002685546875e-05, 2.9976367950439454e-05
1509, 9.015560150146484e-05, 2.9850006103515626e-05
1510, 8.997678756713867e-05, 4.011154174804688e-05
1511, 8.030176162719727e-05, 3.0012130737304686e-05
1512, 8.542776107788086e-05, 3.017902374267578e-05
1513, 9.009599685668945e-05, 2.0129680633544924e-05
1514, 9.000062942504883e-05, 2.995729446411133e-05
1515, 9.012460708618164e-05, 2.9978752136230468e-05
1516, 9.980916976928711e-05, 3.009796142578125e-05
1517, 9.010076522827149e-05, 3.009319305419922e-05
1518, 7.99703598022461e-05, 2.0139217376708984e-05
1519, 8.011102676391601e-05, 3.0181407928466798e-05
1520, 9.531259536743164e-05, 2.0017623901367186e-05
1521, 9.012222290039062e-05, 4.994392395019531e-05
1522, 9.992361068725586e-05, 2.0096302032470705e-05
1523, 7.997274398803711e-05, 3.0269622802734374e-05
1524, 8.817434310913086e-05, 2.9985904693603515e-05
1525, 0.000120086669921875, 2.0205974578857422e-05
1526, 0.0001002955436706543, 2.015829086303711e-05
1527, 0.00010543584823608399, 2.9926300048828124e-05
1528, 9.999275207519531e-05, 4.010200500488281e-05
1529, 8.028984069824219e-05, 2.0000934600830078e-05
1530, 8.007049560546874e-05, 1.9981861114501954e-05
1531, 0.00011030673980712891, 2.0000934600830078e-05
1532, 9.996891021728516e-05, 3.0059814453125e-05
1533, 8.980751037597656e-05, 3.0164718627929687e-05
1534, 9.046554565429687e-05, 3.017902374267578e-05
1535, 9.569883346557617e-05, 2.9816627502441407e-05
1536, 9.018659591674804e-05, 3.005504608154297e-05
1537, 0.000110015869140625, 3.014087677001953e-05
1538, 9.982824325561523e-05, 3.011941909790039e-05
1539, 0.00010007143020629883, 1.9984245300292967e-05
1540, 9.976863861083984e-05, 3.0171871185302734e-05
1541, 0.00010015487670898437, 3.021240234375e-05
1542, 7.994413375854492e-05, 3.0257701873779296e-05
1543, 9.223461151123047e-05, 1.9948482513427735e-05
1544, 0.00010019063949584961, 2.999067306518555e-05
1545, 0.00010030269622802734, 2.9883384704589845e-05
1546, 0.00010988473892211914, 2.0117759704589843e-05
1547, 7.990598678588867e-05, 2.9888153076171875e-05
1548, 8.993148803710937e-05, 3.0181407928466798e-05
1549, 0.00010039567947387695, 1.999855041503906e-05
1550, 0.00010551929473876953, 2.9947757720947265e-05
1551, 8.011102676391601e-05, 2.9978752136230468e-05
1552, 9.002447128295898e-05, 2.999067306518555e-05
1553, 9.002208709716796e-05, 1.999855041503906e-05
1554, 0.00011017322540283204, 3.0002593994140626e-05
1555, 9.999990463256836e-05, 3.002643585205078e-05
1556, 0.00010010242462158203, 2.969980239868164e-05
1557, 7.996320724487304e-05, 2.9959678649902343e-05
1558, 9.524106979370118e-05, 3.024101257324219e-05
1559, 9.001493453979492e-05, 2.9964447021484377e-05
1560, 8.997678756713867e-05, 2.987861633300781e-05
1561, 9.023904800415039e-05, 3.994464874267578e-05
1562, 8.997440338134766e-05, 1.9958019256591795e-05
1563, 0.00011007547378540039, 2.0136833190917967e-05
1564, 9.023666381835938e-05, 2.9985904693603515e-05
1565, 8.988857269287109e-05, 3.225803375244141e-05
1566, 8.018732070922851e-05, 2.9833316802978515e-05
1567, 0.00010006904602050782, 2.99835205078125e-05
1568, 0.00010979652404785156, 2.997159957885742e-05
1569, 0.00011008024215698242, 9.99927520751953e-06
1570, 0.00011035442352294922, 2.9807090759277343e-05
1571, 9.099245071411132e-05, 3.908872604370117e-05
1572, 9.028196334838868e-05, 3.000020980834961e-05
1573, 0.00011427402496337891, 1.9996166229248048e-05
1574, 0.00010003328323364258, 3.014087677001953e-05
1575, 9.016513824462891e-05, 3.0033588409423828e-05
1576, 8.999824523925782e-05, 3.0210018157958983e-05
1577, 8.016347885131836e-05, 2.8839111328125e-05
1578, 8.553504943847656e-05, 1.999855041503906e-05
1579, 0.00010029792785644531, 2.998828887939453e-05
1580, 9.985685348510742e-05, 3.1960010528564456e-05
1581, 9.023666381835938e-05, 2.983570098876953e-05
1582, 0.0001400303840637207, 3.9930343627929685e-05
1583, 8.980751037597656e-05, 2.9978752136230468e-05
1584, 0.00010000467300415039, 2.0172595977783203e-05
1585, 0.00010034799575805664, 2.9959678649902343e-05
1586, 9.991645812988281e-05, 3.000497817993164e-05
1587, 9.021759033203124e-05, 2.9916763305664063e-05
1588, 9.034395217895508e-05, 2.99835205078125e-05
1589, 9.994745254516601e-05, 1.9969940185546876e-05
1590, 0.0001002645492553711, 2.9883384704589845e-05
1591, 0.00010201215744018555, 2.8162002563476564e-05
1592, 8.996963500976563e-05, 3.996610641479492e-05
1593, 8.031129837036133e-05, 2.9997825622558592e-05
1594, 0.00010049581527709961, 2.9993057250976562e-05
1595, 0.00010573148727416993, 2.99072265625e-05
1596, 0.00010020732879638672, 2.9981136322021484e-05
1597, 9.002685546875e-05, 4.0149688720703126e-05
1598, 7.006168365478516e-05, 3.0040740966796875e-05
1599, 9.991645812988281e-05, 5.98454475402832e-05
1600, 0.0001101541519165039, 4.9872398376464845e-05
1601, 0.00011046171188354492, 3.003120422363281e-05
1602, 9.54127311706543e-05, 2.9997825622558592e-05
1603, 0.00010013103485107422, 3.000020980834961e-05
1604, 0.00010988950729370118, 3.0100345611572266e-05
1605, 9.002208709716796e-05, 2.9823780059814454e-05
1606, 0.0001100468635559082, 3.0059814453125e-05
1607, 0.00010985612869262695, 1.9989013671875e-05
1608, 0.00011048555374145508, 2.0129680633544924e-05
1609, 0.00010552167892456054, 1.997232437133789e-05
1610, 9.987115859985351e-05, 3.005027770996094e-05
1611, 8.019685745239258e-05, 3.0117034912109373e-05
1612, 9.017467498779298e-05, 2.9826164245605467e-05
1613, 8.973121643066407e-05, 2.9997825622558592e-05
1614, 0.00011017560958862305, 3.000020980834961e-05
1615, 0.00011048316955566406, 3.000020980834961e-05
1616, 0.0001254844665527344, 1.999855041503906e-05
1617, 0.00011007308959960938, 2.0177364349365233e-05
1618, 0.00011012077331542969, 2.99072265625e-05
1619, 0.00010022640228271484, 4.0001869201660157e-05
1620, 9.989023208618165e-05, 1.9946098327636718e-05
1621, 9.017229080200195e-05, 2.999067306518555e-05
1622, 9.976387023925781e-05, 1.9977092742919923e-05
1623, 0.00011557340621948242, 2.0000934600830078e-05
1624, 9.970903396606445e-05, 3.016948699951172e-05
1625, 0.0001101541519165039, 2.9850006103515626e-05
1626, 0.00010025262832641602, 3.9911270141601564e-05
1627, 9.016752243041992e-05, 3.986597061157227e-05
1628, 8.988380432128906e-05, 3.0195713043212892e-05
1629, 0.00011004447937011719, 3.0164718627929687e-05
1630, 0.00011552095413208007, 2.99835205078125e-05
1631, 0.00012709617614746095, 2.5925636291503905e-05
1632, 0.00010543107986450195, 3.0052661895751952e-05
1633, 9.984970092773438e-05, 3.0035972595214845e-05
1634, 8.994579315185547e-05, 3.0047893524169922e-05
1635, 0.00010989189147949219, 3.0002593994140626e-05
1636, 0.0001099848747253418, 3.0171871185302734e-05
1637, 0.00011451959609985351, 2.9997825622558592e-05
1638, 0.00012000322341918945, 2.9997825622558592e-05
1639, 0.00010008096694946289, 3.0112266540527343e-05
1640, 0.0001000833511352539, 3.989696502685547e-05
1641, 9.0179443359375e-05, 3.982067108154297e-05
1642, 0.00010014295578002929, 2.977609634399414e-05
1643, 0.00010033607482910156, 2.0000934600830078e-05
1644, 9.571313858032226e-05, 3.000020980834961e-05
1645, 0.0001100778579711914, 2.9919147491455077e-05
1646, 0.0001062774658203125, 2.904176712036133e-05
1647, 0.00010018348693847656, 3.9968490600585934e-05
1648, 9.998798370361328e-05, 2.9826164245605467e-05
1649, 9.982824325561523e-05, 3.0045509338378905e-05
1650, 0.0001004481315612793, 3.000497817993164e-05
1651, 0.00010579109191894532, 3.0002593994140626e-05
1652, 9.977579116821289e-05, 3.0303001403808592e-05
1653, 0.00010022163391113282, 2.996683120727539e-05
1654, 8.979320526123047e-05, 5.029678344726563e-05
1655, 9.012460708618164e-05, 3.318071365356445e-05
1656, 0.0001097249984741211, 9.982585906982421e-06
1657, 0.00012007236480712891, 3.000020980834961e-05
1658, 0.00010337352752685546, 3.0002593994140626e-05
1659, 0.00011006355285644531, 2.993345260620117e-05
1660, 0.00011992216110229492, 2.9871463775634767e-05
1661, 0.00010015726089477538, 4.014253616333008e-05
1662, 8.981704711914063e-05, 4.0080547332763675e-05
1663, 0.0005456376075744629, 7.001161575317382e-05
1664, 0.0004999899864196778, 6.0241222381591794e-05
1665, 8.991003036499024e-05, 1.997232437133789e-05
1666, 0.00026478052139282225, 4.9715042114257815e-05
1667, 0.00010989665985107422, 3.0052661895751952e-05
1668, 9.99307632446289e-05, 2.9978752136230468e-05
1669, 9.995937347412109e-05, 2.9931068420410158e-05
1670, 9.015321731567383e-05, 3.007650375366211e-05
1671, 0.0001000070571899414, 2.5691986083984376e-05
1672, 9.002923965454102e-05, 3.0059814453125e-05
1673, 8.992195129394532e-05, 4.0051937103271487e-05
1674, 0.00010008811950683594, 3.000020980834961e-05
1675, 0.00011015653610229492, 2.9985904693603515e-05
1676, 9.944915771484375e-05, 2.9993057250976562e-05
1677, 0.0001002955436706543, 2.979278564453125e-05
1678, 0.00010018110275268555, 4.507780075073242e-05
1679, 0.00010033607482910156, 2.996683120727539e-05
1680, 9.97304916381836e-05, 3.000020980834961e-05
1681, 0.00011012792587280274, 3.0105113983154296e-05
1682, 0.00011030197143554687, 2.999544143676758e-05
1683, 9.982585906982422e-05, 4.0001869201660157e-05
1684, 7.99870491027832e-05, 4.015207290649414e-05
1685, 0.00010016441345214844, 4.0273666381835935e-05
1686, 9.414434432983399e-05, 3.0019283294677734e-05
1687, 0.00012006282806396484, 1.999855041503906e-05
1688, 9.982109069824219e-05, 2.9997825622558592e-05
1689, 0.00011017322540283204, 3.000020980834961e-05
1690, 0.00010890722274780274, 2.000570297241211e-05
1691, 0.00012001991271972656, 3.026247024536133e-05
1692, 0.00011991024017333984, 2.5382041931152342e-05
1693, 0.00011029243469238282, 3.993749618530273e-05
